rank,prev_rank,name,league,off,def,spi
1,2,Manchester City,Barclays Premier League,2.76,0.34,90.9
2,1,Bayern Munich,German Bundesliga,3.21,0.63,89.73
3,4,Real Madrid,Spanish Primera Division,2.55,0.51,85.96
4,3,Barcelona,Spanish Primera Division,2.39,0.43,85.94
5,5,Arsenal,Barclays Premier League,2.5,0.52,85.19
6,8,Liverpool,Barclays Premier League,2.62,0.62,84.59
7,6,Napoli,Italy Serie A,2.37,0.5,84.4
8,7,Paris Saint-Germain,French Ligue 1,2.73,0.75,83.52
9,9,RB Leipzig,German Bundesliga,2.44,0.61,82.89
10,11,Brighton and Hove Albion,Barclays Premier League,2.33,0.6,81.72
11,12,Benfica,Portuguese Liga,2.42,0.72,80.52
12,13,Chelsea,Barclays Premier League,2.02,0.47,80.38
13,10,Manchester United,Barclays Premier League,2.39,0.71,80.24
14,14,Newcastle,Barclays Premier League,2.04,0.52,79.55
15,15,Ajax,Dutch Eredivisie,2.74,0.98,79.25
16,16,Internazionale,Italy Serie A,2.31,0.73,78.85
17,20,Atletico Madrid,Spanish Primera Division,2.05,0.6,77.8
18,17,Borussia Dortmund,German Bundesliga,2.37,0.82,77.62
19,18,Tottenham Hotspur,Barclays Premier League,2.15,0.69,77.27
20,21,Zenit St Petersburg,Russian Premier Liga,2.1,0.67,76.97
21,22,Lille,French Ligue 1,2.11,0.71,76.24
22,23,Celtic,Scottish Premiership,2.56,1.02,76.19
23,19,FC Porto,Portuguese Liga,2.17,0.79,75.29
24,24,AS Roma,Italy Serie A,1.86,0.58,75.25
25,31,Juventus,Italy Serie A,2.03,0.71,75.12
26,27,Sporting CP,Portuguese Liga,2.05,0.73,75.04
27,26,FC Salzburg,Austrian T-Mobile Bundesliga,2.18,0.82,74.94
28,25,Bayer Leverkusen,German Bundesliga,2.12,0.79,74.64
29,28,Marseille,French Ligue 1,2.07,0.75,74.63
30,32,Athletic Bilbao,Spanish Primera Division,1.84,0.6,74.53
31,30,AC Milan,Italy Serie A,2.06,0.78,73.9
32,33,Brentford,Barclays Premier League,2.1,0.82,73.69
33,34,Feyenoord,Dutch Eredivisie,2.16,0.86,73.54
34,37,Celta Vigo,Spanish Primera Division,1.85,0.65,73.36
35,36,VfL Wolfsburg,German Bundesliga,2.12,0.87,72.88
36,40,Fiorentina,Italy Serie A,1.99,0.79,72.48
37,38,PSV,Dutch Eredivisie,2.26,0.99,72.44
38,35,Real Sociedad,Spanish Primera Division,1.72,0.6,72.37
39,39,Mainz,German Bundesliga,2.09,0.89,71.85
40,29,West Ham United,Barclays Premier League,1.82,0.69,71.83
41,41,Lyon,French Ligue 1,1.98,0.81,71.82
42,47,Aston Villa,Barclays Premier League,1.9,0.77,71.39
43,43,AS Monaco,French Ligue 1,2.13,0.95,71.21
44,53,Villarreal,Spanish Primera Division,1.84,0.76,70.75
45,44,Atalanta,Italy Serie A,2.01,0.88,70.71
46,46,Palmeiras,Brasileiro Série A,1.81,0.74,70.63
47,42,Eintracht Frankfurt,German Bundesliga,1.97,0.86,70.62
48,45,Lens,French Ligue 1,1.81,0.77,69.71
49,56,Leicester City,Barclays Premier League,1.94,0.89,69.14
50,51,1. FC Union Berlin,German Bundesliga,1.73,0.74,69.04
51,50,SC Freiburg,German Bundesliga,1.96,0.92,68.88
52,66,Valencia,Spanish Primera Division,1.73,0.76,68.53
53,48,Real Betis,Spanish Primera Division,1.82,0.84,68.41
54,63,Rangers,Scottish Premiership,2.08,1.04,68.41
55,57,Fulham,Barclays Premier League,1.85,0.86,68.22
56,49,Nice,French Ligue 1,1.65,0.72,68.05
57,54,FC Cologne,German Bundesliga,1.85,0.87,68.04
58,55,Lazio,Italy Serie A,1.7,0.76,67.85
59,52,Rayo Vallecano,Spanish Primera Division,1.64,0.72,67.77
60,59,Osasuna,Spanish Primera Division,1.57,0.67,67.63
61,58,Stade Rennes,French Ligue 1,1.79,0.84,67.63
62,62,Leeds United,Barclays Premier League,1.84,0.88,67.53
63,61,Flamengo,Brasileiro Série A,1.8,0.85,67.46
64,68,VfB Stuttgart,German Bundesliga,1.93,0.96,67.38
65,65,Atletico Mineiro,Brasileiro Série A,1.56,0.69,66.93
66,69,Reims,French Ligue 1,1.67,0.78,66.86
