rank,prev_rank,name,league,off,def,spi
1,1,Bayern Munich,German Bundesliga,3.2,0.53,91.01
2,2,Manchester City,Barclays Premier League,2.79,0.37,90.6
3,4,Real Madrid,Spanish Primera Division,2.57,0.49,86.55
4,3,Barcelona,Spanish Primera Division,2.39,0.43,85.94
5,5,Arsenal,Barclays Premier League,2.5,0.52,85.19
6,8,Liverpool,Barclays Premier League,2.66,0.64,84.82
7,6,Napoli,Italy Serie A,2.38,0.53,83.85
8,7,Paris Saint-Germain,French Ligue 1,2.71,0.76,83.0
9,9,RB Leipzig,German Bundesliga,2.44,0.62,82.68
10,12,Brighton and Hove Albion,Barclays Premier League,2.33,0.59,81.96
11,13,Chelsea,Barclays Premier League,1.99,0.45,80.62
12,11,Benfica,Portuguese Liga,2.42,0.72,80.52
13,10,Manchester United,Barclays Premier League,2.39,0.71,80.24
14,14,Newcastle,Barclays Premier League,2.04,0.52,79.55
15,15,Ajax,Dutch Eredivisie,2.74,0.98,79.25
16,17,Internazionale,Italy Serie A,2.31,0.73,78.85
17,16,Borussia Dortmund,German Bundesliga,2.38,0.81,78.12
18,18,Tottenham Hotspur,Barclays Premier League,2.13,0.66,77.81
19,20,Atletico Madrid,Spanish Primera Division,2.05,0.6,77.8
20,21,Zenit St Petersburg,Russian Premier Liga,2.1,0.67,76.97
21,22,Lille,French Ligue 1,2.11,0.71,76.24
22,23,Celtic,Scottish Premiership,2.56,1.02,76.19
23,19,FC Porto,Portuguese Liga,2.17,0.79,75.29
24,24,AS Roma,Italy Serie A,1.86,0.58,75.25
25,31,Juventus,Italy Serie A,2.03,0.71,75.12
26,27,Sporting CP,Portuguese Liga,2.05,0.73,75.04
27,26,FC Salzburg,Austrian T-Mobile Bundesliga,2.18,0.82,74.94
28,25,Bayer Leverkusen,German Bundesliga,2.12,0.79,74.64
29,28,Marseille,French Ligue 1,2.07,0.75,74.63
30,32,Athletic Bilbao,Spanish Primera Division,1.84,0.6,74.53
31,30,AC Milan,Italy Serie A,2.06,0.78,73.9
32,35,Feyenoord,Dutch Eredivisie,2.16,0.86,73.54
33,33,Brentford,Barclays Premier League,2.1,0.83,73.52
34,36,VfL Wolfsburg,German Bundesliga,2.12,0.87,72.88
35,37,Celta Vigo,Spanish Primera Division,1.82,0.67,72.55
36,40,Fiorentina,Italy Serie A,1.99,0.79,72.48
37,38,PSV,Dutch Eredivisie,2.26,0.99,72.44
38,34,Real Sociedad,Spanish Primera Division,1.72,0.6,72.37
39,39,Mainz,German Bundesliga,2.11,0.9,72.1
40,29,West Ham United,Barclays Premier League,1.82,0.69,71.83
41,41,Lyon,French Ligue 1,1.98,0.81,71.82
42,44,Atalanta,Italy Serie A,2.06,0.89,71.41
43,47,Aston Villa,Barclays Premier League,1.9,0.77,71.39
44,43,AS Monaco,French Ligue 1,2.13,0.95,71.21
45,42,Eintracht Frankfurt,German Bundesliga,2.01,0.86,71.13
46,53,Villarreal,Spanish Primera Division,1.84,0.76,70.75
47,46,Palmeiras,Brasileiro Série A,1.81,0.74,70.63
48,45,Lens,French Ligue 1,1.81,0.77,69.71
49,55,Leicester City,Barclays Premier League,1.91,0.87,69.22
50,51,1. FC Union Berlin,German Bundesliga,1.73,0.74,69.04
51,49,SC Freiburg,German Bundesliga,1.96,0.92,68.88
52,52,Rayo Vallecano,Spanish Primera Division,1.66,0.7,68.68
53,48,Real Betis,Spanish Primera Division,1.82,0.84,68.41
54,63,Rangers,Scottish Premiership,2.08,1.04,68.41
55,59,Osasuna,Spanish Primera Division,1.6,0.67,68.31
56,56,Fulham,Barclays Premier League,1.85,0.86,68.22
57,58,Lazio,Italy Serie A,1.74,0.78,68.22
58,50,Nice,French Ligue 1,1.65,0.72,68.05
59,54,FC Cologne,German Bundesliga,1.85,0.87,68.04
60,57,Stade Rennes,French Ligue 1,1.82,0.86,67.7
61,66,Valencia,Spanish Primera Division,1.72,0.79,67.63
62,61,Flamengo,Brasileiro Série A,1.8,0.85,67.46
63,62,Leeds United,Barclays Premier League,1.83,0.88,67.31
64,65,Atletico Mineiro,Brasileiro Série A,1.56,0.69,66.93
65,69,Reims,French Ligue 1,1.67,0.78,66.86
66,72,Borussia Monchengladbach,German Bundesliga,2.06,1.1,66.69
67,68,VfB Stuttgart,German Bundesliga,1.93,1.0,66.62
68,67,Crystal Palace,Barclays Premier League,1.6,0.73,66.57
69,60,Sevilla FC,Spanish Primera Division,1.76,0.87,66.35
70,64,Girona FC,Spanish Primera Division,1.91,0.99,66.34
71,70,Fenerbahce,Turkish Turkcell Super Lig,2.09,1.13,66.27
72,76,Wolverhampton,Barclays Premier League,1.6,0.79,65.03
73,71,FC Twente,Dutch Eredivisie,1.87,1.02,64.85
74,73,Genk,Belgian Jupiler League,2.06,1.18,64.82
