rank,prev_rank,name,league,off,def,spi
1,1,Manchester City,Barclays Premier League,2.98,0.26,93.4
2,2,Liverpool,Barclays Premier League,2.87,0.22,93.3
3,3,Bayern Munich,German Bundesliga,3.41,0.59,91.63
4,4,Chelsea,Barclays Premier League,2.44,0.33,88.3
5,5,Real Madrid,Spanish Primera Division,2.79,0.67,85.5
6,8,Paris Saint-Germain,French Ligue 1,2.71,0.67,84.78
7,6,Ajax,Dutch Eredivisie,3.05,0.88,84.56
8,7,Barcelona,Spanish Primera Division,2.42,0.52,84.49
9,9,Tottenham Hotspur,Barclays Premier League,2.4,0.57,83.25
10,11,FC Salzburg,Austrian T-Mobile Bundesliga,2.51,0.69,82.02
11,12,Internazionale,Italy Serie A,2.51,0.7,81.98
12,10,RB Leipzig,German Bundesliga,2.45,0.67,81.83
13,14,FC Porto,Portuguese Liga,2.33,0.6,81.6
14,13,Borussia Dortmund,German Bundesliga,2.6,0.8,81.09
15,15,Atletico Madrid,Spanish Primera Division,2.0,0.46,80.43
16,20,Sporting CP,Portuguese Liga,2.17,0.59,79.84
17,17,Villarreal,Spanish Primera Division,2.28,0.67,79.61
18,16,Arsenal,Barclays Premier League,2.11,0.59,78.94
19,18,Brighton and Hove Albion,Barclays Premier League,2.03,0.55,78.72
20,19,AC Milan,Italy Serie A,2.06,0.58,78.66
21,21,Bayer Leverkusen,German Bundesliga,2.34,0.8,77.76
22,26,Real Sociedad,Spanish Primera Division,1.9,0.55,76.89
23,24,Athletic Bilbao,Spanish Primera Division,1.92,0.56,76.8
24,25,Napoli,Italy Serie A,2.18,0.74,76.64
25,22,Aston Villa,Barclays Premier League,2.0,0.62,76.61
26,23,Crystal Palace,Barclays Premier League,1.9,0.58,76.12
27,29,Benfica,Portuguese Liga,2.16,0.79,75.32
28,28,Atalanta,Italy Serie A,2.25,0.86,75.17
29,27,Feyenoord,Dutch Eredivisie,2.38,0.95,74.99
30,33,1. FC Union Berlin,German Bundesliga,2.0,0.69,74.94
31,31,Celta Vigo,Spanish Primera Division,1.87,0.61,74.72
32,30,Manchester United,Barclays Premier League,2.11,0.78,74.63
33,32,West Ham United,Barclays Premier League,2.01,0.71,74.62
34,37,AS Roma,Italy Serie A,1.89,0.65,74.29
35,34,AS Monaco,French Ligue 1,2.07,0.8,73.49
36,35,Real Betis,Spanish Primera Division,1.91,0.7,73.31
37,36,Brentford,Barclays Premier League,2.01,0.79,72.95
38,41,Lazio,Italy Serie A,2.16,0.9,72.73
39,38,Mainz,German Bundesliga,2.06,0.84,72.55
40,52,Celtic,Scottish Premiership,2.2,0.95,72.43
41,44,Lyon,French Ligue 1,2.21,0.96,72.28
42,45,Stade Rennes,French Ligue 1,2.04,0.84,72.25
43,46,Sevilla FC,Spanish Primera Division,1.74,0.62,72.23
44,43,Zenit St Petersburg,Russian Premier Liga,2.06,0.86,71.94
45,39,Strasbourg,French Ligue 1,1.85,0.72,71.84
46,57,Newcastle,Barclays Premier League,1.82,0.71,71.58
47,47,Getafe,Spanish Primera Division,1.5,0.48,71.34
48,55,Borussia Monchengladbach,German Bundesliga,2.3,1.07,71.33
49,48,PSV,Dutch Eredivisie,2.36,1.14,70.81
50,42,Fiorentina,Italy Serie A,1.93,0.82,70.59
51,40,FC Cologne,German Bundesliga,2.04,0.91,70.45
52,51,SC Freiburg,German Bundesliga,2.14,1.0,70.26
53,59,Rangers,Scottish Premiership,2.03,0.91,70.25
54,50,Leicester City,Barclays Premier League,1.93,0.85,70.12
55,60,Torino,Italy Serie A,1.75,0.72,69.97
56,49,Juventus,Italy Serie A,1.95,0.87,69.93
57,54,Wolverhampton,Barclays Premier League,1.75,0.73,69.61
58,53,Marseille,French Ligue 1,1.76,0.76,69.23
59,58,VfL Wolfsburg,German Bundesliga,1.96,0.91,69.11
60,64,Lille,French Ligue 1,1.68,0.7,69.04
61,63,Rayo Vallecano,Spanish Primera Division,1.69,0.73,68.68
62,62,Eintracht Frankfurt,German Bundesliga,1.88,0.87,68.66
63,66,Valencia,Spanish Primera Division,1.68,0.73,68.29
64,56,TSG Hoffenheim,German Bundesliga,2.17,1.14,67.7
65,61,Osasuna,Spanish Primera Division,1.67,0.75,67.66
66,65,Verona,Italy Serie A,1.86,0.93,66.86
67,68,Club Brugge,Belgian Jupiler League,1.98,1.05,66.29
68,70,Lens,French Ligue 1,1.72,0.84,66.25
69,75,VfB Stuttgart,German Bundesliga,1.94,1.03,65.96
70,67,Everton,Barclays Premier League,1.77,0.9,65.91
71,72,FC Twente,Dutch Eredivisie,1.82,0.95,65.59
72,71,Dinamo Zagreb,UEFA Europa League,1.83,0.98,64.93
73,84,Cadiz,Spanish Primera Division,1.69,0.88,64.87
74,69,Flamengo,Brasileiro Série A,1.71,0.9,64.45
75,74,Slavia Prague,UEFA Europa Conference League,1.9,1.07,64.29
76,80,Burnley,Barclays Premier League,1.69,0.9,64.16
77,77,Fulham,English League Championship,1.81,1.0,64.11
78,78,Shakhtar Donetsk,UEFA Champions League,1.96,1.14,63.71
79,79,Palmeiras,Brasileiro Série A,1.7,0.93,63.63
80,83,Southampton,Barclays Premier League,1.83,1.04,63.59
81,85,Levante,Spanish Primera Division,1.93,1.13,63.46
82,73,AZ,Dutch Eredivisie,1.94,1.14,63.31
83,86,Atletico Mineiro,Brasileiro Série A,1.69,0.95,62.96
84,89,Sassuolo,Italy Serie A,2.1,1.3,62.9
85,76,VfL Bochum,German Bundesliga,1.8,1.05,62.65
86,95,KAA Gent,Belgian Jupiler League,1.57,0.86,62.61
87,90,Leeds United,Barclays Premier League,1.83,1.1,62.24
88,82,Braga,Portuguese Liga,1.55,0.87,62.17
89,81,Nice,French Ligue 1,1.56,0.88,61.99
90,98,FC Augsburg,German Bundesliga,1.79,1.09,61.45
91,92,River Plate,Argentina Primera Division,1.61,0.95,61.26
92,94,Monterrey,Mexican Primera Division Torneo Clausura,1.59,0.94,61.06
93,96,Club América,Mexican Primera Division Torneo Clausura,1.57,0.94,60.63
94,88,Udinese,Italy Serie A,1.75,1.1,60.59
95,97,Nantes,French Ligue 1,1.66,1.03,60.39
96,101,Olympiacos,Greek Super League,1.61,0.99,60.36
97,87,Anderlecht,Belgian Jupiler League,1.77,1.13,60.29
98,99,Espanyol,Spanish Primera Division,1.6,1.0,59.85
99,91,Genk,Belgian Jupiler League,1.88,1.25,59.85
100,102,Elche,Spanish Primera Division,1.53,0.94,59.54
101,93,FC Utrecht,Dutch Eredivisie,1.86,1.26,59.12
102,107,Hertha Berlin,German Bundesliga,1.65,1.08,59.12
103,105,AFC Bournemouth,English League Championship,1.56,1.0,58.93
104,106,Dynamo Kiev,UEFA Champions League,1.66,1.09,58.89
105,109,Reims,French Ligue 1,1.43,0.9,58.52
106,104,Fenerbahce,Turkish Turkcell Super Lig,1.7,1.15,58.51
107,103,Bologna,Italy Serie A,1.66,1.11,58.46
108,100,Tigres UANL,Mexican Primera Division Torneo Clausura,1.58,1.05,58.15
109,124,Guimaraes,Portuguese Liga,1.54,1.01,58.1
110,121,Union Saint Gilloise,Belgian Jupiler League,1.56,1.04,57.94
111,108,Mallorca,Spanish Primera Division,1.6,1.08,57.76
112,132,FC Midtjylland,Danish SAS-Ligaen,1.74,1.22,57.58
113,118,FC Copenhagen,Danish SAS-Ligaen,1.59,1.09,57.3
114,111,Granada,Spanish Primera Division,1.68,1.18,57.28
115,112,São Paulo,Brasileiro Série A,1.42,0.94,57.13
116,113,Trabzonspor,Turkish Turkcell Super Lig,1.62,1.13,57.07
117,128,New York City FC,Major League Soccer,1.7,1.22,56.8
118,110,Alavés,Spanish Primera Division,1.57,1.1,56.69
119,116,Nottingham Forest,English League Championship,1.49,1.03,56.5
120,117,Red Star Belgrade,UEFA Europa League,1.69,1.22,56.42
121,120,Boca Juniors,Argentina Primera Division,1.39,0.96,55.99
122,114,Sochi,Russian Premier Liga,1.49,1.05,55.98
123,139,Sampdoria,Italy Serie A,1.59,1.16,55.72
124,136,Kawasaki Frontale,Japanese J League,1.58,1.16,55.54
125,115,Watford,Barclays Premier League,1.59,1.17,55.41
126,131,Sheffield United,English League Championship,1.46,1.05,55.32
127,130,Sparta Prague,UEFA Europa League,1.61,1.2,55.28
128,133,Corinthians,Brasileiro Série A,1.36,0.97,55.2
129,135,Pachuca,Mexican Primera Division Torneo Clausura,1.53,1.13,55.14
130,129,Young Boys,Swiss Raiffeisen Super League,1.99,1.57,55.08
131,127,Brest,French Ligue 1,1.55,1.15,55.03
132,134,Vitesse,Dutch Eredivisie,1.62,1.22,54.99
133,126,Toulouse,French Ligue 2,1.65,1.28,54.41
134,125,Troyes,French Ligue 1,1.4,1.04,54.3
135,141,Ferencvaros,UEFA Europa League,1.62,1.25,54.15
136,140,Angers,French Ligue 1,1.4,1.05,54.12
137,122,Bodo/Glimt,Norwegian Tippeligaen,1.69,1.33,54.09
138,145,FC Krasnodar,Russian Premier Liga,1.4,1.06,53.75
139,150,Famalicao,Portuguese Liga,1.5,1.16,53.68
140,119,Gil Vicente,Portuguese Liga,1.46,1.13,53.53
141,137,Genoa,Italy Serie A,1.42,1.09,53.47
142,152,Cruz Azul,Mexican Primera Division Torneo Clausura,1.32,1.01,53.18
143,147,Spartak Moscow,Russian Premier Liga,1.49,1.18,53.0
144,123,SK Sturm Graz,Austrian T-Mobile Bundesliga,1.67,1.36,52.89
145,143,Internacional,Brasileiro Série A,1.4,1.1,52.84
146,148,Bragantino,Brasileiro Série A,1.37,1.07,52.82
147,158,Molde,Norwegian Tippeligaen,1.76,1.48,52.24
148,162,Yokohama F. Marinos,Japanese J League,1.72,1.44,52.12
149,144,FC Zurich,Swiss Raiffeisen Super League,1.74,1.46,52.05
150,159,Clermont Foot,French Ligue 1,1.41,1.14,51.97
151,151,Atlas,Mexican Primera Division Torneo Clausura,1.3,1.03,51.89
152,142,Empoli,Italy Serie A,1.68,1.42,51.73
153,138,Los Angeles FC,Major League Soccer,1.7,1.45,51.71
154,149,CSKA Moscow,Russian Premier Liga,1.32,1.08,51.44
155,154,Basel,Swiss Raiffeisen Super League,1.6,1.36,51.36
156,161,Lorient,French Ligue 1,1.38,1.14,51.29
157,155,SpVgg Greuther Fürth,German Bundesliga,1.42,1.2,51.04
158,156,Fluminense,Brasileiro Série A,1.24,1.02,50.92
159,160,Dinamo Moscow,Russian Premier Liga,1.5,1.28,50.87
160,146,Montpellier,French Ligue 1,1.46,1.24,50.76
161,157,Cagliari,Italy Serie A,1.51,1.3,50.71
162,163,Coventry City,English League Championship,1.5,1.29,50.59
163,164,West Bromwich Albion,English League Championship,1.25,1.05,50.42
164,165,FK Partizan Belgrade,UEFA Europa Conference League,1.42,1.22,50.35
165,166,Santos Laguna,Mexican Primera Division Torneo Clausura,1.48,1.29,50.28
166,167,Maccabi Tel-Aviv,UEFA Europa Conference League,1.3,1.11,50.21
167,186,PAOK Salonika,Greek Super League,1.25,1.06,50.15
168,170,Atlético Paranaense,Brasileiro Série A,1.22,1.03,50.12
169,177,Panathinaikos,Greek Super League,1.14,0.95,49.89
170,169,Legia Warsaw,UEFA Europa League,1.43,1.26,49.78
171,181,Guadalajara,Mexican Primera Division Torneo Clausura,1.3,1.13,49.61
172,153,Santa Clara,Portuguese Liga,1.29,1.13,49.53
173,171,Istanbul Basaksehir,Turkish Turkcell Super Lig,1.29,1.13,49.41
174,179,Arminia Bielefeld,German Bundesliga,1.45,1.3,49.41
175,175,Defensa y Justicia,Argentina Primera Division,1.34,1.19,49.27
176,172,Santos,Brasileiro Série A,1.25,1.1,49.08
177,185,Spezia,Italy Serie A,1.52,1.38,49.06
178,168,Rapid Vienna,Austrian T-Mobile Bundesliga,1.46,1.33,48.8
179,173,Schalke 04,German 2. Bundesliga,1.66,1.54,48.61
180,182,Norwich City,Barclays Premier League,1.48,1.36,48.57
181,199,Kashima Antlers,Japanese J League,1.41,1.29,48.44
182,184,Hamburg SV,German 2. Bundesliga,1.59,1.48,48.37
183,180,Fortaleza,Brasileiro Série A,1.21,1.09,48.16
184,193,Salernitana,Italy Serie A,1.45,1.35,48.06
185,198,Besiktas,Turkish Turkcell Super Lig,1.47,1.38,47.87
186,188,Werder Bremen,German 2. Bundesliga,1.59,1.51,47.72
187,190,FC Sheriff Tiraspol,UEFA Europa League,1.49,1.41,47.71
188,176,Kasimpasa,Turkish Turkcell Super Lig,1.7,1.63,47.67
189,187,América Mineiro,Brasileiro Série A,1.24,1.15,47.61
190,178,New York Red Bulls,Major League Soccer,1.4,1.33,47.5
191,189,Philadelphia Union,Major League Soccer,1.39,1.32,47.47
192,183,St Etienne,French Ligue 1,1.39,1.32,47.41
193,191,LASK Linz,Austrian T-Mobile Bundesliga,1.47,1.41,47.35
194,195,Rostov,Russian Premier Liga,1.44,1.38,47.25
195,174,Silkeborg,Danish SAS-Ligaen,1.5,1.44,47.2
196,202,Heerenveen,Dutch Eredivisie,1.47,1.41,47.1
197,211,Viking FK,Norwegian Tippeligaen,1.57,1.54,46.74
198,194,Middlesbrough,English League Championship,1.23,1.18,46.74
199,197,Velez Sarsfield,Argentina Primera Division,1.15,1.09,46.64
200,192,Krylia Sovetov,Russian Premier Liga,1.32,1.28,46.64
201,203,Lokomotiv Moscow,Russian Premier Liga,1.36,1.32,46.48
202,215,Ceará,Brasileiro Série A,1.23,1.19,46.38
203,208,Puebla,Mexican Primera Division Torneo Clausura,1.36,1.35,45.96
204,236,Antalyaspor,Turkish Turkcell Super Lig,1.39,1.39,45.95
205,204,Preston North End,English League Championship,1.26,1.25,45.95
206,205,León,Mexican Primera Division Torneo Clausura,1.36,1.36,45.94
207,206,St. Truidense,Belgian Jupiler League,1.24,1.23,45.9
208,207,Anorthosis Famagusta,UEFA Europa Conference League,1.27,1.26,45.86
209,196,Antwerp,Belgian Jupiler League,1.28,1.27,45.86
