,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,231,Alisson,14,1,60,35,4.177,False,1,8.8,4.177
1,234,Robertson,14,2,73,35,4.8180000000000005,False,1,11.0,4.8180000000000005
2,237,Alexander-Arnold,14,2,84,35,5.3260000000000005,False,1,39.1,5.3260000000000005
3,256,Cancelo,43,2,71,35,4.41,False,1,40.4,4.41
4,230,Mané,14,3,117,35,5.375,False,1,3.8,5.375
5,233,Salah,14,3,133,35,6.66,True,2,58.8,13.32
6,251,De Bruyne,43,3,119,35,5.284,False,1,9.0,5.284
7,359,Son,6,3,110,35,5.815,False,1,26.7,5.815
8,681,Coutinho,7,3,70,35,5.038,False,1,11.5,5.038
9,357,Kane,6,4,125,35,5.797999999999999,False,1,22.5,5.797999999999999
10,579,Ronaldo,1,4,122,35,5.46,False,1,20.6,5.46
