,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,281,Alisson,14,1,54,38,3.885,False,1,1,15.8,3.885
1,16,Gabriel,3,2,52,38,4.273,False,1,1,12.9,4.273
2,188,Mina,11,2,43,38,4.308,False,1,1,0.1,4.308
3,285,Alexander-Arnold,14,2,78,38,4.828,False,1,1,29.5,4.828
4,7,Ødegaard,3,3,68,38,4.997,False,1,1,31.6,4.997
5,13,Saka,3,3,80,38,5.9510000000000005,False,1,1,27.3,5.9510000000000005
6,169,Eze,31,3,57,38,5.523,False,1,1,8.8,5.523
7,283,Salah,14,3,131,38,6.319,True,2,1,35.8,12.638
8,335,Rashford,1,3,72,38,5.5089999999999995,False,1,1,35.9,5.5089999999999995
9,40,Watkins,7,4,73,38,4.917,False,1,1,12.6,4.917
10,427,Kane,6,4,114,38,4.967,False,1,1,29.1,4.967
11,615,Kovár,1,1,40,38,0.0,False,0,0,0.0,0.0
12,320,Mbete,43,2,39,38,0.0,False,0,0,0.1,0.0
13,358,Burn,4,2,45,38,2.6189999999999998,False,0,0,4.2,0.0
14,662,Cannon,11,4,45,38,0.0,False,0,0,0.0,0.0
