,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
49,100.0,100.0,199798,0,0,-1,1,0,2,2.7,3.2,2,Ezri,3.2,44,False,,2022-07-05T15:30:04.118376Z,44,199798.jpg,3.0,Konsa Ngoyo,1.1,False,,a,2,7,107,204455,2454,125115,4109,0.7,24.3,Konsa,3142,0,0,12,43,0,0,0,5,0,0,6,610,537.0,116.1,72.0,72.6,35,1.08,0.71,1.79,48.43,96,30,255,69,309,101,198,56,,,,,,,0.03,0.0,0.02,0.05,1.39,1.23,496,109,82,17,160,48,179,61,1.0,0.34
50,100.0,100.0,215711,0,0,-7,7,2,3,0.9,1.4,6,Leon,1.4,45,False,,2023-04-08T22:30:07.902543Z,43,215711.jpg,3.1,Bailey,2.7,False,,a,2,7,97,1089879,3785,2374682,1040,0.3,22.6,Bailey,1843,4,5,8,31,0,0,0,4,0,0,6,225,330.2,438.8,523.0,128.8,24,5.15,4.10,9.25,33.46,202,83,68,57,52,32,80,57,4.0,,3.0,,,,0.25,0.0,0.2,0.45,1.63,1.51,560,299,222,105,141,58,117,41,1.17,0.39
51,100.0,100.0,230046,0,0,-2,2,2,3,4.3,4.8,10,Douglas Luiz,4.8,46,False,,2023-01-02T01:30:08.503948Z,48,230046.jpg,3.6,Soares de Paulo,0.7,False,,a,2,7,126,174034,6122,167815,1680,1.0,26.2,Douglas Luiz,2746,5,6,12,34,0,0,0,6,1,0,14,537,626.6,612.1,242.0,148.0,31,2.56,2.78,5.34,40.96,60,23,38,30,145,85,60,42,1.0,,1.0,,,,0.08,0.0,0.09,0.17,1.34,1.11,287,171,22,12,82,36,217,72,1.02,0.39
52,100.0,100.0,232653,0,0,-4,4,3,3,2.9,3.4,8,Jacob,3.4,47,False,,2022-12-20T01:00:07.011748Z,51,232653.jpg,3.6,Ramsey,1.2,False,,a,2,7,118,306652,3653,377918,3019,0.7,23.1,Ramsey,2454,5,6,11,31,1,0,0,4,0,0,10,420,561.8,492.1,374.0,142.8,29,3.42,2.26,5.68,38.26,80,34,55,45,91,58,67,47,,,,,,,0.13,0.0,0.08,0.21,1.4,1.14,180,102,76,39,85,37,171,55,1.06,0.4
53,0.0,0.0,490094,0,0,0,0,0,3,0.0,0.0,0,Tim,0.0,49,False,Season-long loan to QPR,2022-09-02T11:07:08.174211Z,45,490094.jpg,0.0,Iroegbunam,0.0,False,,u,2,7,0,1334,0,4026,0,0.0,0.0,Iroegbunam,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,700,285,697,288,684,281,703,287,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,420,235,643,248,707,291,645,258,0.0,0.0
54,100.0,100.0,165659,0,0,-3,3,0,2,-0.3,0.2,0,Diego Carlos,0.2,50,False,,2022-08-13T15:30:06.470124Z,47,165659.jpg,1.3,Santos Silva,0.2,False,,a,2,7,4,15257,175,102533,179,0.0,0.9,Diego Carlos,205,0,0,0,3,0,0,0,0,0,0,0,20,24.8,13.2,32.0,7.0,2,0.36,0.11,0.47,1.92,466,165,436,156,386,139,455,160,,,,,,,0.16,0.0,0.05,0.21,0.84,1.32,310,52,386,138,439,154,347,127,0.88,0.0
55,0.0,0.0,193488,0,0,-2,2,0,3,0.0,0.0,0,Anwar,0.0,51,False,Transferred to PSV Eindhoven,2022-09-01T08:52:22.652805Z,48,193488.jpg,0.0,El Ghazi,0.0,False,,u,2,7,0,2511,0,13409,1,0.0,0.0,El Ghazi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,738,315,734,316,727,313,739,315,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,276,165,701,294,741,317,585,231,0.0,0.0
56,0.0,0.0,221239,0,0,-1,1,0,4,0.0,0.0,0,Keinan,0.0,52,False,Joined Watford on loan - Expected back 01 Jul,2022-08-05T11:30:05.744996Z,54,221239.jpg,0.0,Davis,0.0,False,,u,2,7,0,586,0,14023,2,0.0,0.0,Davis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,758,88,758,88,758,88,758,88,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,127,43,746,84,758,88,563,74,0.0,0.0
57,100.0,100.0,226944,0,0,-2,2,0,3,-0.1,0.4,1,Boubacar,0.4,53,False,,2023-04-05T09:30:06.857573Z,48,226944.jpg,1.8,Kamara,0.1,False,,a,2,7,40,13376,16,25508,6,0.1,8.3,Kamara,1593,0,1,3,28,0,0,0,4,0,0,0,220,263.6,122.1,39.0,42.5,19,0.15,0.89,1.04,30.81,246,106,247,145,378,183,303,136,,,,,,,0.01,0.0,0.05,0.06,1.74,1.58,285,170,346,160,357,149,452,168,1.07,0.17
58,0.0,0.0,433979,0,0,-3,3,0,4,0.0,0.0,0,Cameron,0.0,54,False,Season-long loan to Middlesbrough,2023-01-09T10:00:09.636178Z,42,433979.jpg,1.0,Archer,1.7,False,,u,2,7,6,343635,0,887698,359,0.0,1.4,Archer,43,0,0,0,1,0,0,0,0,0,0,0,13,1.8,2.4,6.0,0.9,0,0.00,0.01,0.01,0.37,518,66,467,65,448,67,507,67,,,,,,,0.0,0.0,0.02,0.02,0.77,2.09,610,90,527,55,474,61,146,25,0.0,0.0
59,0.0,0.0,481624,0,0,0,0,0,3,0.0,0.0,0,Jaden,0.0,55,False,Joined Cardiff City on loan - Expected back 01 Jul,2022-07-28T16:30:04.277181Z,45,481624.jpg,0.0,Philogene-Bidace,0.0,False,,u,2,7,0,0,0,386,0,0.0,0.0,Philogene-Bidace,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,698,283,695,286,681,279,701,285,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,417,233,641,246,705,289,745,314,0.0,0.0
60,0.0,0.0,203368,0,0,-1,1,0,2,0.0,0.0,0,Frédéric,0.0,56,False,Transferred to RC Strasbourg,2023-01-18T10:30:33.128344Z,39,203368.jpg,0.0,Guilbert,0.6,False,,u,2,7,0,69713,0,109538,127,0.0,0.0,Guilbert,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,552,195,533,193,498,183,555,194,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,727,238,424,152,561,195,248,88,0.0,0.0
61,100.0,100.0,151589,0,0,-3,3,0,3,0.9,1.4,0,Leander,1.4,479,False,,2023-03-03T15:30:08.504631Z,47,151589.jpg,1.6,Dendoncker,0.1,False,,a,2,7,36,9220,25,20264,30,0.3,7.7,Dendoncker,894,0,0,4,13,0,0,0,0,0,0,0,159,140.2,96.0,64.0,30.3,9,0.72,0.14,0.86,14.28,349,140,290,157,322,158,355,160,,,,,,,0.07,0.0,0.01,0.08,1.44,1.31,308,184,229,107,389,167,488,184,0.91,0.4
62,0.0,0.0,155561,0,0,-2,2,0,2,0.0,0.0,0,Ludwig,0.0,525,False,Recalled by Sevilla,2023-01-31T09:21:18.301152Z,43,155561.jpg,0.7,Augustinsson,0.0,False,,u,2,7,2,2106,0,7387,6,0.0,0.5,Augustinsson,76,0,0,0,0,0,0,0,1,0,0,0,5,5.6,1.9,35.0,4.2,1,0.08,0.01,0.09,0.74,497,176,469,169,383,137,472,164,,,,,,,0.09,0.0,0.01,0.1,0.88,0.0,545,134,546,222,539,184,554,204,1.18,0.0
63,0.0,0.0,537043,0,0,0,0,0,2,0.0,0.0,0,Kaine,0.0,537,False,Season-long loan to Huddersfield Town,2022-08-12T14:24:07.750145Z,40,537043.jpg,0.0,Kesler Hayden,0.0,False,,u,2,7,0,1637,0,10672,5,0.0,0.0,Kesler Hayden,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,624,236,610,235,581,230,628,236,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,709,228,504,200,634,237,536,200,0.0,0.0
64,,,18892,0,0,-2,2,1,2,1.7,2.2,1,Ashley,2.2,538,False,,,43,18892.jpg,3.1,Young,0.9,False,,a,2,7,87,265372,836,200490,2038,0.5,20.2,Young,1994,1,0,9,27,0,0,0,6,0,0,8,383,369.2,223.4,79.0,67.4,23,0.46,0.78,1.24,31.28,179,68,153,34,297,94,217,64,,,,,,,0.02,0.0,0.04,0.06,1.41,1.22,528,123,153,45,140,38,196,71,1.04,0.41
65,0.0,0.0,515597,0,0,0,0,0,2,0.0,0.0,0,Lamare,0.0,638,False,Season-long loan to Bristol Rovers,2023-02-01T11:14:29.687932Z,40,515597.jpg,0.0,Bogarde,0.0,False,,u,2,7,0,6240,0,5536,12,0.0,0.0,Bogarde,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,618,231,603,229,574,224,621,230,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,702,222,497,194,628,232,558,205,0.0,0.0
66,0.0,0.0,462381,0,0,0,0,0,1,0.0,0.0,0,Filip,0.0,670,False,Season-long loan to Gateshead,2023-01-25T09:52:02.091357Z,40,462381.jpg,0.0,Marschall,0.0,False,,u,2,7,0,1138,0,966,1,0.0,0.0,Marschall,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,600,75,584,58,554,49,603,75,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,680,54,475,66,610,75,711,76,0.0,0.0
67,,,537403,0,0,0,0,0,3,-0.5,0.0,0,Kadan,0.0,672,False,,,45,537403.jpg,0.0,Young,0.0,False,,a,2,7,0,1301,32,902,23,0.0,0.0,Kadan Young,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,726,305,721,306,710,301,727,305,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,454,262,673,271,730,308,699,283,0.0,0.0
68,,,106468,0,0,0,0,1,2,2.5,3.0,2,Alexandre,3.0,694,False,,,45,106468.jpg,3.9,Moreno Lopera,2.8,False,,a,2,7,71,457404,2911,137620,12034,0.7,15.8,Álex Moreno,1314,0,3,7,10,0,0,0,3,0,0,5,274,249.2,317.0,151.0,71.4,14,0.59,2.56,3.15,17.80,261,100,110,19,213,40,200,57,,,,,,,0.04,0.0,0.18,0.22,1.22,0.68,355,67,95,21,60,10,114,40,0.96,0.48
69,,,248164,0,0,0,0,0,1,-0.5,0.0,0,Viljami,0.0,707,False,,,40,248164.jpg,0.0,Sinisalo,0.0,False,,a,2,7,0,1873,59,971,25,0.0,0.0,Sinisalo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,588,69,572,52,540,43,591,69,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,664,48,462,60,598,69,653,69,0.0,0.0
70,,,476344,0,0,0,0,0,4,0.1,0.6,1,Jhon,0.6,711,False,,,55,476344.jpg,0.9,Durán,0.0,False,,a,2,7,10,5541,152,4012,62,0.1,1.8,Durán,123,0,0,0,3,0,0,0,1,0,0,0,12,10.6,13.1,51.0,7.1,0,0.59,0.02,0.61,3.48,483,60,438,61,354,57,454,60,,,,,,,0.43,0.0,0.01,0.44,2.55,2.2,114,41,324,41,529,68,622,82,0.0,0.0
71,,,514287,0,0,0,0,0,2,-0.5,0.0,0,Sil,0.0,744,False,,,40,514287.jpg,0.0,Swinkels,0.0,False,,a,2,7,0,2523,114,1419,65,0.0,0.0,Swinkels,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,614,228,599,226,570,221,617,227,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,697,218,492,190,624,229,617,224,0.0,0.0
72,,,516159,0,0,0,0,0,1,-0.5,0.0,0,Oliwier,0.0,745,False,,,40,516159.jpg,0.0,Zych,0.0,False,,a,2,7,0,958,27,574,16,0.0,0.0,Zych,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,619,79,604,63,575,54,622,79,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,703,59,498,71,629,79,690,74,0.0,0.0
73,,,481283,0,0,0,0,0,1,-0.5,0.0,0,James,0.0,753,False,,,40,481283.jpg,0.0,Wright,0.0,False,,a,2,7,0,335,22,175,13,0.0,0.0,Wright,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,609,77,593,60,563,51,612,77,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,690,56,485,68,619,77,734,81,0.0,0.0
74,,,479641,0,0,0,0,0,2,-0.5,0.0,0,Sebastian,0.0,754,False,,,40,479641.jpg,0.0,Revan,0.0,False,,a,2,7,0,814,96,359,34,0.0,0.0,Revan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,607,222,591,220,561,214,610,221,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,688,211,483,183,617,223,686,247,0.0,0.0
75,,,534836,0,0,0,0,0,3,-0.5,0.0,0,Travis,0.0,755,False,,,45,534836.jpg,0.0,Patterson,0.0,False,,a,2,7,0,252,32,111,11,0.0,0.0,Patterson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,725,304,720,305,709,300,726,304,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,452,260,672,270,729,307,747,316,0.0,0.0
76,,,515599,0,0,0,0,0,3,-0.5,0.0,0,Tommi,0.0,761,False,,,45,515599.jpg,0.0,O'Reilly,0.0,False,,a,2,7,0,127,24,40,9,0.0,0.0,O'Reilly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,714,295,710,297,698,291,716,296,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,440,250,660,260,719,299,756,322,0.0,0.0
77,100.0,100.0,54469,0,0,-2,2,1,2,0.5,0.5,1,Adam,1.0,57,False,,2023-03-11T21:30:08.400437Z,43,54469.jpg,2.0,Smith,0.2,False,,a,3,91,71,65066,268,66539,569,0.2,16.5,Smith,2793,0,1,7,56,0,0,0,10,0,0,5,378,391.6,217.6,84.0,69.4,32,0.50,1.35,1.85,51.94,161,60,160,35,288,87,212,61,,,,,,,0.02,0.0,0.04,0.06,1.67,1.8,529,124,264,85,308,115,354,132,1.03,0.23
78,0.0,0.0,56872,0,0,-2,2,0,3,0.0,0.0,0,Junior,0.0,58,False,Back injury - Expected back 01 Jul,2023-03-02T00:30:08.588107Z,48,56872.jpg,1.0,Stanislas,0.0,False,,i,3,91,4,2147,11,11051,13,0.0,0.8,Stanislas,58,0,0,0,1,0,0,0,0,0,0,0,13,10.0,22.9,7.0,3.9,0,0.04,0.18,0.22,0.69,484,215,411,206,447,215,475,214,,,,,2.0,,0.06,0.0,0.28,0.34,1.07,1.55,260,155,697,290,511,232,627,251,0.0,0.0
79,0.0,0.0,81012,0,0,-1,1,0,2,0.0,0.0,0,Ryan,0.0,59,False,Calf injury - Expected back 01 Jul,2023-03-31T22:00:09.651924Z,44,81012.jpg,1.0,Fredericks,0.0,False,,i,3,91,12,3498,8,6115,12,0.0,2.7,Fredericks,527,0,0,0,11,0,0,0,1,0,0,0,63,66.0,26.7,12.0,10.6,5,0.00,0.29,0.29,10.14,411,155,401,143,433,158,441,158,,,,,,,0.0,0.0,0.05,0.05,1.73,1.88,472,93,561,227,487,174,605,222,0.85,0.0
80,100.0,100.0,111317,0,0,-2,2,0,3,-0.3,-0.3,0,David,0.2,60,False,,2022-08-01T17:30:04.697617Z,53,111317.jpg,0.8,Brooks,0.0,False,,a,3,91,3,1775,33,4802,24,0.0,0.6,Brooks,60,0,0,0,3,0,0,0,1,0,0,0,6,5.2,0.7,5.0,1.0,0,0.06,0.01,0.07,3.08,501,225,488,234,453,219,506,227,,,,,,,0.09,0.0,0.02,0.11,4.62,4.5,137,72,393,178,535,248,652,261,0.0,0.0
81,0.0,0.0,128309,0,0,-3,3,0,3,0.0,0.0,0,Jamal,0.0,61,False,Season-long loan to Queens Park Rangers,2023-01-12T11:58:52.113522Z,52,128309.jpg,1.0,Lowe,0.0,False,,u,3,91,2,1210,0,5471,3,0.0,0.4,Lowe,11,0,0,0,0,0,0,0,0,0,0,0,6,0.2,0.3,0.0,0.1,0,0.00,0.01,0.01,0.62,532,243,499,244,748,324,535,245,,,,,,,0.0,0.0,0.08,0.08,5.07,0.0,160,89,732,314,519,237,612,246,0.0,0.0
82,100.0,100.0,128340,0,0,-6,6,1,4,0.1,0.1,1,Kieffer,0.6,62,False,,2023-04-30T20:30:07.156816Z,49,128340.jpg,2.2,Moore,0.7,False,,a,3,91,55,434363,1241,432786,515,0.1,11.2,Moore,1210,4,0,3,34,0,0,0,1,0,0,3,159,212.0,89.3,255.0,55.1,12,3.76,0.48,4.24,24.42,288,33,301,45,141,42,255,40,,,,,,,0.28,0.0,0.04,0.32,1.82,2.53,230,61,321,40,275,38,222,36,0.89,0.22
83,0.0,0.0,133845,0,0,-3,3,0,3,0.0,0.0,0,Emiliano,0.0,63,False,Season-long loan to FC Nordsjaelland,2023-01-13T09:22:17.710619Z,47,133845.jpg,1.0,Marcondes,0.0,False,,u,3,91,1,1011,0,2643,1,0.0,0.2,Marcondes,8,0,0,0,1,0,0,0,0,0,0,0,3,1.2,0.0,0.0,0.1,0,0.00,0.00,0.00,0.28,520,236,731,313,723,309,534,244,,,,,,,0.0,0.0,0.0,0.0,3.15,11.25,307,183,690,283,508,229,651,260,0.0,0.0
84,100.0,100.0,152551,0,0,-3,3,2,3,3.9,3.9,1,Jefferson,4.4,64,False,,2023-03-21T23:30:07.515286Z,47,152551.jpg,2.8,Lerma Solís,0.5,False,,a,3,91,97,146486,687,163773,1094,0.9,20.6,Lerma,3072,5,0,7,65,1,0,0,7,0,0,5,474,605.6,291.2,309.0,120.6,35,2.50,2.96,5.46,58.08,66,27,120,86,114,74,89,62,,,,,,,0.07,0.0,0.09,0.16,1.7,1.9,309,185,31,17,181,69,275,90,1.03,0.21
85,,,154131,0,0,-3,3,0,2,-0.3,-0.3,0,Jack,0.2,65,False,,,42,154131.jpg,0.6,Stacey,0.0,False,,a,3,91,6,2863,27,6321,19,0.0,1.4,Stacey,293,0,0,0,10,0,0,0,2,0,0,0,36,44.2,8.6,8.0,6.0,3,0.09,0.03,0.12,6.14,439,159,450,159,442,162,461,161,,,,,,,0.03,0.0,0.01,0.04,1.89,3.07,591,162,366,125,540,185,544,202,0.92,0.0
86,100.0,100.0,154566,0,0,-3,3,3,4,3.3,3.3,2,Dominic,3.8,66,False,,2023-01-14T22:00:08.130052Z,57,154566.jpg,4.1,Solanke,3.9,False,,a,3,91,127,1975386,8357,1683099,14194,0.7,22.3,Solanke,2685,6,10,8,50,0,0,0,1,0,0,14,331,515.2,274.5,1005.0,178.8,30,8.70,2.25,10.95,49.02,106,9,125,14,13,8,38,11,,,,,1.0,,0.29,0.0,0.08,0.37,1.64,1.68,82,31,55,10,51,9,87,12,1.01,0.27
87,100.0,100.0,155408,0,0,-1,1,0,3,0.3,0.3,1,Lewis,0.8,67,False,,2023-01-14T22:00:08.347531Z,49,155408.jpg,1.9,Cook,0.1,False,,a,3,91,50,11515,30,14756,21,0.2,10.2,Cook,1622,0,2,3,38,0,0,0,3,0,0,1,272,304.0,350.6,45.0,70.1,17,0.24,2.25,2.49,30.60,216,92,95,72,369,181,208,106,,,,,,,0.01,0.0,0.12,0.13,1.7,2.11,233,133,298,141,337,135,505,195,0.94,0.17
88,0.0,0.0,156687,0,0,-1,1,0,3,0.0,0.0,0,Ben,0.0,68,False,Season-long loan to Stoke City,2023-02-01T11:15:54.184568Z,44,156687.jpg,1.3,Pearson,0.1,False,,u,3,91,9,53031,0,71733,11,0.0,2.0,Pearson,282,0,0,1,10,0,0,0,1,0,0,0,32,21.0,6.4,9.0,3.7,3,0.05,0.02,0.07,5.92,471,210,453,219,439,213,477,215,,,,,,,0.02,0.0,0.01,0.03,1.89,3.19,482,272,567,204,432,190,420,151,0.96,0.32
89,,,158499,0,0,-2,2,0,3,2.1,2.1,1,Ryan,2.6,69,False,,,53,158499.jpg,2.0,Christie,0.1,False,,a,3,91,60,8441,70,12485,115,0.5,11.3,Christie,1696,1,2,3,33,0,0,0,2,0,0,2,213,263.8,397.9,378.0,104.1,20,2.60,2.02,4.62,28.85,245,105,78,64,88,55,112,73,,,,,,,0.14,0.0,0.11,0.25,1.53,1.75,143,76,133,64,326,130,506,196,1.06,0.16
90,100.0,100.0,168991,0,0,-4,4,1,3,2.1,2.1,1,Philip,2.6,70,False,,2023-02-11T02:00:08.402939Z,51,168991.jpg,3.5,Billing,1.1,False,,a,3,91,124,554017,2086,458839,6196,0.5,24.3,Billing,2676,7,2,9,53,0,0,0,5,0,0,14,460,622.0,388.8,441.0,145.2,33,4.60,2.52,7.12,48.46,62,25,81,65,69,44,62,43,5.0,,1.0,,,,0.15,0.0,0.08,0.23,1.63,1.78,173,98,130,62,102,44,176,58,1.11,0.3
91,100.0,100.0,223911,0,0,-2,2,0,2,0.9,0.9,1,Chris,1.4,71,False,,2022-12-30T14:30:07.485485Z,43,223911.jpg,1.7,Mepham,0.1,False,,a,3,91,43,31849,58,36180,101,0.3,10.0,Mepham,2197,0,0,5,52,2,0,0,7,0,0,6,369,556.4,54.4,134.0,74.4,24,0.96,0.55,1.51,42.46,83,24,356,121,227,51,189,51,,,,,,,0.04,0.0,0.02,0.06,1.74,2.13,563,146,223,71,368,134,439,164,0.98,0.2
92,,,229600,0,0,-4,4,0,1,-0.5,-0.5,0,Mark,0.0,72,False,,,41,229600.jpg,2.3,Travers,0.4,False,,a,3,91,25,67417,256,84727,166,0.0,6.1,Travers,945,0,0,2,31,0,0,0,0,0,31,1,173,253.0,0.0,0.0,25.4,10,0.00,0.00,0.00,18.68,256,23,616,65,588,56,375,23,,,,,,,0.0,2.95,0.0,0.0,1.78,2.95,632,31,513,73,256,31,301,43,0.95,0.19
93,100.0,100.0,235530,0,0,-2,2,1,2,2.1,2.1,1,Lloyd,2.6,73,False,,2023-02-04T23:30:08.198837Z,43,235530.jpg,2.7,Kelly,0.5,False,,a,3,91,56,131343,288,182384,498,0.6,13.0,Kelly,1860,0,2,5,36,0,0,0,3,0,0,5,341,375.6,96.3,26.0,50.1,21,0.17,0.63,0.80,33.43,175,66,289,89,399,145,271,92,,,,,,,0.01,0.0,0.03,0.04,1.62,1.74,566,149,123,32,197,71,268,99,1.02,0.24
94,0.0,0.0,244085,0,0,-3,3,0,3,0.0,0.0,0,Siriki,0.0,74,False,Season-long loan to Auxerre,2023-02-01T11:16:41.390268Z,47,244085.jpg,1.0,Dembélé,0.1,False,,u,3,91,6,4315,0,11823,11,0.0,1.3,Dembélé,104,0,0,0,2,0,0,0,0,0,0,0,20,31.8,52.3,28.0,11.3,0,0.16,0.21,0.37,2.28,454,200,359,185,394,191,435,196,,,,,,,0.14,0.0,0.18,0.32,1.97,1.73,322,195,694,287,509,230,490,185,0.0,0.0
95,,,444180,0,0,-3,3,1,3,0.9,0.9,1,Jaidon,1.4,75,False,,,52,444180.jpg,2.1,Anthony,0.1,False,,a,3,91,58,13039,64,17805,68,0.3,11.2,Anthony,1144,3,1,2,28,0,0,0,2,0,0,4,182,291.8,204.4,263.0,76.0,10,1.69,1.08,2.77,24.47,226,97,173,109,138,82,182,101,3.0,,2.0,,,,0.13,0.0,0.08,0.21,1.93,2.2,165,92,235,110,301,117,471,174,0.79,0.16
96,100.0,100.0,447932,0,0,-3,3,0,2,-0.5,-0.5,0,Jordan,0.0,76,False,,2023-02-18T21:30:07.877306Z,42,447932.jpg,2.5,Zemura,0.1,False,,a,3,91,47,40697,160,47078,87,0.0,11.2,Zemura,1452,0,1,5,31,0,0,0,1,0,0,1,235,269.4,232.8,71.0,57.1,17,0.47,1.71,2.18,27.57,240,92,144,29,311,103,248,79,,,,,,,0.03,0.0,0.11,0.14,1.71,1.92,612,176,529,215,227,82,423,158,1.05,0.31
97,0.0,0.0,444172,0,0,-1,1,0,1,0.0,0.0,0,Will,0.0,77,False,Season-long loan to Slough Town,2023-01-23T12:40:09.360263Z,39,444172.jpg,0.0,Dennis,0.4,False,,u,3,91,0,40487,0,69464,143,0.0,0.0,Dennis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,560,52,542,33,508,23,563,52,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,739,72,433,43,569,52,298,42,0.0,0.0
98,100.0,100.0,88900,0,0,-2,2,0,2,-0.5,-0.5,0,Jack,0.0,404,False,,2023-04-22T14:30:07.783310Z,43,88900.jpg,2.1,Stephens,0.0,False,,a,3,91,35,6789,11,9380,32,0.0,8.1,Stephens,1218,0,0,4,24,0,0,0,3,0,0,1,233,270.0,57.3,51.0,38.0,13,0.36,0.23,0.59,24.62,238,91,353,120,351,121,322,111,,,,,,,0.03,0.0,0.02,0.05,1.82,1.77,534,127,538,217,289,106,524,195,0.96,0.3
99,100.0,100.0,156685,0,0,-1,1,0,3,1.3,1.3,2,Joe,1.8,505,False,,2022-12-21T00:30:08.740330Z,49,156685.jpg,1.6,Rothwell,0.0,False,,a,3,91,33,1230,15,1623,13,0.4,6.7,Rothwell,1010,0,1,3,15,0,0,0,1,0,0,0,167,127.4,153.3,27.0,30.6,12,0.16,1.47,1.63,17.29,358,144,212,130,397,192,352,157,2.0,,4.0,,,,0.01,0.0,0.13,0.14,1.54,1.34,234,134,188,88,390,168,687,276,1.07,0.27
100,0.0,0.0,201658,0,0,-3,3,3,3,0.0,0.0,0,Marcus,2.6,535,False,Hamstring injury - Expected back 01 Jul,2023-04-27T23:30:09.287223Z,47,201658.jpg,4.1,Tavernier,0.2,False,,i,3,91,94,163368,26,161966,310,0.6,20.0,Tavernier,1740,5,4,5,37,0,0,0,1,0,0,12,315,459.8,348.4,436.0,124.2,19,3.13,1.37,4.50,31.77,130,56,96,73,71,45,83,58,4.0,,3.0,,,,0.16,0.0,0.07,0.23,1.64,1.91,317,191,125,60,48,24,372,130,0.98,0.26
