,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,278,Ederson,43,1,61,27,8.47,False,1,10.1,8.47
1,277,Cancelo,43,2,62,27,8.136000000000001,False,1,26.0,8.136000000000001
2,283,Zinchenko,43,2,55,27,6.714,False,1,0.7,6.714
3,556,Dias,43,2,61,27,8.299,False,1,23.0,8.299
4,254,Salah,14,3,126,27,7.08,False,1,41.0,7.08
5,271,Gündogan,43,3,62,27,7.8039999999999985,False,1,37.2,7.8039999999999985
6,272,De Bruyne,43,3,118,27,9.813,False,1,13.1,9.813
7,275,Mahrez,43,3,81,27,8.595,False,1,3.5,8.595
8,276,Sterling,43,3,116,27,10.336,True,2,11.5,20.672
9,282,Jesus,43,4,92,27,7.7360000000000015,False,1,3.5,7.7360000000000015
10,366,Ings,20,4,84,27,6.626,False,1,10.0,6.626
