,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,gw_points
0,548,Mendy,8,1,51,8,4.022,False,1,1,4.022
1,66,Webster,36,2,44,8,3.812,False,1,1,3.812
2,232,Chilwell,8,2,59,8,4.949,False,1,1,4.949
3,457,Doherty,6,2,58,8,4.228,False,1,1,4.228
4,4,Aubameyang,3,3,117,8,5.859,False,1,1,5.859
5,272,De Bruyne,43,3,115,8,5.166,False,1,1,5.166
6,370,Ward-Prowse,20,3,59,8,4.652,False,1,1,4.652
7,390,Son,6,3,96,8,5.561,False,1,1,5.561
8,68,Maupay,36,4,65,8,4.68,False,1,1,4.68
9,377,Adams,20,4,58,8,4.61,False,1,1,4.61
10,388,Kane,6,4,110,8,6.4529999999999985,True,2,1,12.905999999999997
11,595,Trafford,43,1,40,8,0.0,False,0,0,0.0
12,215,Casey,2,2,39,8,0.035,False,0,0,0.0
13,577,Clyne,31,2,45,8,1.833,False,0,0,0.0
14,475,Jordao,39,3,44,8,0.0,False,0,0,0.0
