,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,112,Pope,90,1,54,5.042,False,1,1,3.1,5.042
1,142,James,8,2,62,4.639999999999999,False,1,1,12.0,4.639999999999999
2,224,Matip,14,2,49,4.0294,False,1,1,3.8,4.0294
3,234,Robertson,14,2,72,4.8128,False,1,1,8.6,4.8128
4,585,Roberts,90,2,44,4.0752,False,1,1,0.4,4.0752
5,22,Saka,3,3,67,5.1012,False,1,1,31.2,5.1012
6,138,Mount,8,3,75,4.9536,False,1,1,13.8,4.9536
7,233,Salah,14,3,133,7.075799999999999,True,2,1,59.9,14.151599999999998
8,6,Lacazette,3,4,84,4.957400000000001,False,1,1,8.7,4.957400000000001
9,579,Ronaldo,1,4,122,5.745400000000001,False,1,1,18.4,5.745400000000001
10,700,Weghorst,90,4,64,5.449199999999999,False,1,1,4.4,5.449199999999999
11,376,Foster,57,1,41,3.5746,False,0,0,18.8,0.0
12,305,Schär,4,2,43,3.4908,False,0,0,1.7,0.0
13,503,Gordon,11,3,45,3.2702,False,0,0,2.3,0.0
14,505,Dewsbury-Hall,13,3,44,2.914,False,0,0,0.2,0.0
