,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,112,Pope,90,1,54,5.0526,False,1,1,3.1,5.0526
1,142,James,8,2,62,4.6536,False,1,1,12.0,4.6536
2,224,Matip,14,2,49,4.0426,False,1,1,3.8,4.0426
3,234,Robertson,14,2,72,4.8149999999999995,False,1,1,8.5,4.8149999999999995
4,585,Roberts,90,2,44,4.0855999999999995,False,1,1,0.4,4.0855999999999995
5,22,Saka,3,3,67,5.114199999999999,False,1,1,31.2,5.114199999999999
6,138,Mount,8,3,75,5.0302,False,1,1,13.7,5.0302
7,233,Salah,14,3,133,7.001599999999999,True,2,1,59.8,14.003199999999998
8,6,Lacazette,3,4,84,5.005,False,1,1,8.7,5.005
9,579,Ronaldo,1,4,122,5.8713999999999995,False,1,1,18.4,5.8713999999999995
10,700,Weghorst,90,4,65,5.402200000000001,False,1,1,4.3,5.402200000000001
11,376,Foster,57,1,41,3.5780000000000003,False,0,0,18.8,0.0
12,305,Schär,4,2,43,3.4406,False,0,0,1.7,0.0
13,503,Gordon,11,3,45,3.342,False,0,0,2.3,0.0
14,505,Dewsbury-Hall,13,3,44,2.9282,False,0,0,0.2,0.0
